image,class_x,candidate_num,rating,class_index,centre,radius,blob_score,blob_contrast,blob_brightness,blob_response,final_score,vessel_centre
normal_0371_EDD,normal,11,4,447,"[443.0, 254.0]",45.254833995939045,0.697148984670639,-0.00033533573150634766,0.9955174326896667,-0.0031105875968933105,-1.2322433013114855,"[502.0, 172.0]"
normal_0371_EDD,normal,12,4,448,"[561.0, 267.0]",45.254833995939045,0.6055285632610321,-0.02544403076171875,0.9003658890724182,-0.0035823583602905273,-1.4711222779336515,"[502.0, 172.0]"
normal_0371_EDD,normal,13,4,449,"[390.0, 273.0]",45.254833995939045,0.6972767591476441,-0.000685274600982666,0.9962707757949829,-0.0028624534606933594,-2.3325601316780467,"[502.0, 172.0]"
normal_0371_EDD,normal,14,4,450,"[387.0, 274.0]",45.254833995939045,0.6972735762596131,-0.0006987452507019043,0.9962856769561768,-0.0028617382049560547,-2.3967039400351036,"[502.0, 172.0]"
normal_0371_EDD,normal,15,4,451,"[259.0, 378.0]",45.254833995939045,0.6612598061561584,0.009766697883605957,0.9289155006408691,-0.006261289119720459,-6.039404993055165,"[502.0, 172.0]"
normal_0371_EDD,normal,16,4,452,"[370.0, 388.0]",45.254833995939045,0.6506766617298126,0.0035220980644226074,0.9228940606117249,-0.005643606185913086,-4.593662708816112,"[502.0, 172.0]"
normal_0371_EDD,normal,17,4,453,"[310.0, 44.0]",57.01751796098172,0.5976082623004912,-0.032674431800842285,0.8989458680152893,-0.005102932453155518,-3.047094469941781,"[502.0, 172.0]"
normal_0371_EDD,normal,18,4,454,"[248.0, 384.0]",57.01751796098172,0.6588071882724762,0.0174863338470459,0.9144814610481262,-0.005919158458709717,-4.802556980343242,"[502.0, 172.0]"
normal_0371_EDD,normal,19,4,455,"[373.0, 397.0]",57.01751796098172,0.6501995801925659,0.012179315090179443,0.9099297523498535,-0.005347192287445068,-3.5487230281769753,"[502.0, 172.0]"
normal_0371_EDD,normal,20,4,456,"[134.0, 136.0]",71.83757109179989,0.6685809791088104,0.0217474102973938,0.923073947429657,-0.0034090280532836914,-4.147121083421191,"[502.0, 172.0]"
normal_0372_EDD,normal,1,2,457,"[112.0, 183.0]",57.01751796098172,0.7339277684688568,0.02901703119277954,0.9898106455802917,-0.060216426849365234,0.4188438178905385,"[79.0, 186.0]"
normal_0374_EDD,normal,1,4,458,"[215.0, 188.0]",35.918785545899944,0.6215419143438339,0.016096174716949463,0.8603920340538025,-0.015856578946113586,-2.0072986959175267,"[107.0, 186.0]"
normal_0381_EDD,normal,1,4,459,"[369.0, 202.0]",35.918785545899944,0.7171466767787933,0.0374874472618103,0.9507505893707275,-0.07066908478736877,-2.7650724334887875,"[504.0, 194.0]"
normal_0383_EDD,normal,1,4,460,"[157.0, 282.0]",35.918785545899944,0.7253737568855285,0.03336524963378906,0.9706894159317017,-0.0626295804977417,-1.628245591683807,"[101.0, 206.0]"
normal_0383_EDD,normal,2,1,461,"[112.0, 201.0]",45.254833995939045,0.7792870044708252,0.07637333869934082,0.9703265428543091,-0.11842542886734009,0.7329998829588271,"[101.0, 206.0]"
normal_0384_EDD,normal,1,4,462,"[275.0, 290.0]",35.918785545899944,0.716956740617752,0.026572346687316895,0.9679946899414062,-0.06394055485725403,-2.022338818257526,"[331.0, 197.0]"
normal_0384_EDD,normal,2,4,463,"[282.0, 284.0]",45.254833995939045,0.7141254425048827,0.0267145037651062,0.9641714096069336,-0.06245476007461548,-1.2063916385129816,"[331.0, 197.0]"
normal_0385_EDD,normal,1,4,464,"[325.0, 293.0]",35.918785545899944,0.7347572386264801,0.03386133909225464,0.9768518805503845,-0.0854979157447815,-1.8879155645884618,"[267.0, 207.0]"
normal_0387_EDD,normal,1,4,465,"[396.0, 154.0]",35.918785545899944,0.7403542339801789,0.033755481243133545,0.9920030832290649,-0.060982972383499146,-2.609626052117545,"[273.0, 195.0]"
normal_0387_EDD,normal,2,4,466,"[354.0, 256.0]",35.918785545899944,0.7228636741638184,0.015855848789215088,0.9966861009597778,-0.046637773513793945,-1.8230408043414923,"[273.0, 195.0]"
normal_0387_EDD,normal,3,4,467,"[307.0, 341.0]",35.918785545899944,0.7378352165222167,0.03534430265426636,0.9904733896255493,-0.04579770565032959,-3.1734884777767665,"[273.0, 195.0]"
normal_0387_EDD,normal,4,4,468,"[386.0, 163.0]",45.254833995939045,0.7473215878009796,0.04071009159088135,0.9922770857810974,-0.06008768081665039,-1.5951615135189563,"[273.0, 195.0]"
normal_0387_EDD,normal,5,4,469,"[376.0, 166.0]",57.01751796098172,0.7594084501266479,0.05443274974822998,0.9905750155448914,-0.05786594748497009,-0.8766981906927098,"[273.0, 195.0]"
normal_0387_EDD,normal,6,4,470,"[202.0, 171.0]",57.01751796098172,0.7374693393707275,0.031778156757354736,0.9930043816566467,-0.052940577268600464,-0.31444949500422803,"[273.0, 195.0]"
normal_0389_EDD,normal,1,4,471,"[223.0, 190.0]",35.918785545899944,0.6638990759849548,0.02943629026412964,0.8996115326881409,-0.023673564195632935,-2.1674707119826313,"[111.0, 210.0]"
normal_0389_EDD,normal,2,4,472,"[196.0, 319.0]",35.918785545899944,0.6781010866165161,0.030424892902374268,0.9130879044532776,-0.04257330298423767,-2.848249684496923,"[111.0, 210.0]"
normal_0389_EDD,normal,3,4,473,"[190.0, 314.0]",45.254833995939045,0.687126326560974,0.04087686538696289,0.9109919667243958,-0.04277542233467102,-1.8859336931485449,"[111.0, 210.0]"
normal_0394_EDD,normal,1,4,474,"[231.0, 294.0]",35.918785545899944,0.7277491629123687,0.022692859172821045,0.9903853535652161,-0.05893278121948242,-1.9322626074025342,"[253.0, 191.0]"
normal_0397_EDD,normal,1,4,475,"[264.0, 297.0]",35.918785545899944,0.6672458946704865,0.03332453966140747,0.8970687389373779,-0.029866188764572144,-1.40543298355013,"[316.0, 228.0]"
normal_0400_EDD,normal,1,4,476,"[304.0, 300.0]",35.918785545899944,0.6886584281921386,0.03141659498214722,0.9262807369232178,-0.04422658681869507,0.06081859188257843,"[271.0, 307.0]"
normal_0401_EDD,normal,1,4,477,"[242.0, 285.0]",45.254833995939045,0.6533641755580901,0.043146491050720215,0.8641753792762756,-0.026474595069885254,-1.9438926451638818,"[324.0, 180.0]"
normal_0402_EDD,normal,1,4,478,"[270.0, 151.0]",35.918785545899944,0.7307013630867004,0.02326977252960205,0.9919934272766113,-0.0651809573173523,-0.1536219301526811,"[264.0, 192.0]"
normal_0402_EDD,normal,2,4,479,"[353.0, 194.0]",35.918785545899944,0.7354876995086669,0.02640819549560547,0.9917147159576416,-0.07439601421356201,-1.4784376119861884,"[264.0, 192.0]"
normal_0402_EDD,normal,3,4,480,"[313.0, 284.0]",35.918785545899944,0.7297741711139678,0.020951390266418457,0.9932435154914856,-0.06776160001754761,-1.9019720219244811,"[264.0, 192.0]"
normal_0403_EDD,normal,1,4,481,"[338.0, 169.0]",45.254833995939045,0.7455304563045502,0.03209388256072998,0.9915453791618347,-0.09677404165267944,-2.3924606206262733,"[487.0, 206.0]"
normal_0403_EDD,normal,2,1,482,"[469.0, 210.0]",45.254833995939045,0.784626030921936,0.0703660249710083,0.9885164499282837,-0.11149245500564575,0.5925498496748345,"[487.0, 206.0]"
normal_0403_EDD,normal,3,4,483,"[366.0, 298.0]",45.254833995939045,0.7476539969444274,0.033610999584198,0.9914023876190186,-0.10030663013458252,-2.3588298976354842,"[487.0, 206.0]"
normal_0403_EDD,normal,4,4,484,"[352.0, 178.0]",57.01751796098172,0.7421401619911194,0.03147900104522705,0.9880894422531128,-0.0949927568435669,-1.4180836875676914,"[487.0, 206.0]"
normal_0405_EDD,normal,1,4,485,"[371.0, 179.0]",35.918785545899944,0.7020717203617095,0.032262444496154785,0.939825713634491,-0.059656381607055664,-2.2479356663002705,"[484.0, 208.0]"
normal_0406_EDD,normal,1,4,486,"[196.0, 181.0]",35.918785545899944,0.7026235878467559,0.025744497776031494,0.9543421864509583,-0.044197797775268555,-1.495268241864527,"[108.0, 198.0]"
normal_0406_EDD,normal,2,4,487,"[217.0, 269.0]",35.918785545899944,0.7112928807735442,0.035330116748809814,0.9491734504699707,-0.057706743478775024,-2.621631018084974,"[108.0, 198.0]"
normal_0408_EDD,normal,1,4,488,"[406.0, 256.0]",35.918785545899944,0.6880118370056152,0.02749699354171753,0.930440366268158,-0.04603293538093567,-2.9105865151217696,"[513.0, 165.0]"
normal_0408_EDD,normal,2,4,489,"[406.0, 267.0]",45.254833995939045,0.7029440701007843,0.045671701431274414,0.9262121319770813,-0.04461938142776489,-2.2665593758953775,"[513.0, 165.0]"
normal_0410_EDD,normal,1,4,490,"[344.0, 303.0]",35.918785545899944,0.6852701842784881,0.041687846183776855,0.9038659334182739,-0.05438092350959778,-3.298644015334058,"[468.0, 211.0]"
normal_0410_EDD,normal,2,4,491,"[342.0, 313.0]",45.254833995939045,0.6895731210708618,0.049954891204833984,0.8982216715812683,-0.05431529879570007,-2.582182470226775,"[468.0, 211.0]"
normal_0411_EDD,normal,1,2,492,"[301.0, 200.0]",57.01751796098172,0.7783652424812316,0.10835891962051392,0.9221086502075195,-0.12265133857727051,0.8501512508635615,"[309.0, 197.0]"
normal_0412_EDD,normal,1,4,493,"[405.0, 308.0]",45.254833995939045,0.7045545935630798,0.04744529724121094,0.9280956387519836,-0.03721174597740173,-1.1407960698067434,"[424.0, 213.0]"
normal_0412_EDD,normal,2,3,494,"[384.0, 196.0]",71.83757109179989,0.7362772941589355,0.06576597690582275,0.9318085312843323,-0.091226726770401,0.3949875119154379,"[424.0, 213.0]"
normal_0413_EDD,normal,1,4,495,"[330.0, 317.0]",35.918785545899944,0.7301290690898895,0.0531269907951355,0.9450613260269165,-0.07729575037956238,-1.1379321570007144,"[319.0, 241.0]"
normal_0414_EDD,normal,1,4,496,"[179.0, 325.0]",45.254833995939045,0.6917428970336914,0.03131347894668579,0.9320521950721741,-0.03996440768241882,-1.950436937980542,"[141.0, 197.0]"
normal_0414_EDD,normal,2,2,497,"[166.0, 206.0]",57.01751796098172,0.7610655426979065,0.06736177206039429,0.9547144174575806,-0.12701839208602905,0.5339912809014993,"[141.0, 197.0]"
normal_0415_EDD,normal,1,4,498,"[358.0, 192.0]",45.254833995939045,0.713521260023117,0.047859251499176025,0.9316422939300537,-0.06756201386451721,-2.620956796897748,"[512.0, 248.0]"
normal_0416_EDD,normal,1,4,499,"[278.0, 348.0]",35.918785545899944,0.7099202215671538,0.04443025588989258,0.9337561726570129,-0.059303224086761475,-2.964816008829492,"[258.0, 207.0]"
normal_0416_EDD,normal,2,2,500,"[276.0, 210.0]",57.01751796098172,0.7563128113746643,0.06321370601654053,0.9582267999649048,-0.11170172691345215,0.6799529645716542,"[258.0, 207.0]"
normal_0417_EDD,normal,1,4,501,"[260.0, 125.0]",35.918785545899944,0.6881068110466003,0.05381119251251221,0.8939792513847351,-0.0425507128238678,-2.2679202231648263,"[343.0, 208.0]"
normal_0417_EDD,normal,2,1,502,"[330.0, 213.0]",57.01751796098172,0.7738472759723664,0.08082425594329834,0.9501084685325623,-0.13973546028137207,0.7557173869491196,"[343.0, 208.0]"
normal_0419_EDD,normal,1,4,503,"[422.0, 308.0]",35.918785545899944,0.606795272231102,0.05071932077407837,0.7864269018173218,-0.027885600924491882,-2.5918670685440386,"[501.0, 206.0]"
normal_0419_EDD,normal,2,4,504,"[397.0, 310.0]",45.254833995939045,0.6091564774513244,0.059622228145599365,0.7766826748847961,-0.02928188443183899,-2.2499999999999996,"[501.0, 206.0]"
normal_0422_EDD,normal,1,4,505,"[335.0, 266.0]",35.918785545899944,0.6708042621612549,0.02886795997619629,0.907002866268158,-0.03517147898674011,-1.965904437143438,"[425.0, 209.0]"
normal_0422_EDD,normal,2,4,506,"[334.0, 273.0]",45.254833995939045,0.6711203038692474,0.032433271408081055,0.9026117920875549,-0.03429388999938965,-1.4583443679130879,"[425.0, 209.0]"
normal_0422_EDD,normal,3,4,507,"[316.0, 292.0]",71.83757109179989,0.6759910434484481,0.05131983757019043,0.8838876485824585,-0.02974925935268402,-0.9071308718296007,"[425.0, 209.0]"
normal_0423_EDD,normal,1,4,508,"[341.0, 198.0]",35.918785545899944,0.7457995891571044,0.056588828563690186,0.9606256484985352,-0.08386403322219849,-1.407365575975065,"[427.0, 189.0]"
normal_0423_EDD,normal,2,4,509,"[351.0, 276.0]",35.918785545899944,0.6839547216892242,0.03102022409439087,0.921742856502533,-0.038572490215301514,-2.216159989397325,"[427.0, 189.0]"
normal_0423_EDD,normal,3,2,510,"[388.0, 208.0]",71.83757109179989,0.7993309617042541,0.12191832065582275,0.9347560405731201,-0.11541706323623657,0.39610953895517087,"[427.0, 189.0]"
normal_0424_EDD,normal,1,4,511,"[233.0, 278.0]",35.918785545899944,0.624365684390068,0.024913311004638672,0.8504927754402161,-0.020537152886390686,-2.1504177604963397,"[139.0, 215.0]"
normal_0425_EDD,normal,1,4,512,"[370.0, 273.0]",35.918785545899944,0.6931875944137573,0.02976447343826294,0.9341432452201843,-0.04761424660682678,-2.5314769649246083,"[487.0, 224.0]"
normal_0427_EDD,normal,1,4,513,"[360.0, 196.0]",35.918785545899944,0.6149664908647536,0.03927934169769287,0.8156321048736572,-0.023723378777503967,-2.708967824004119,"[492.0, 214.0]"
normal_0427_EDD,normal,2,4,514,"[371.0, 201.0]",45.254833995939045,0.6194248229265212,0.043010830879211426,0.816733717918396,-0.02350194752216339,-1.6891346772707387,"[492.0, 214.0]"
normal_0429_EDD,normal,1,4,515,"[229.0, 180.0]",35.918785545899944,0.7121422708034515,0.03773123025894165,0.9478324055671692,-0.054641783237457275,-2.147464012434935,"[338.0, 210.0]"
normal_0429_EDD,normal,2,4,516,"[262.0, 303.0]",35.918785545899944,0.7142850816249847,0.04158991575241089,0.9425949454307556,-0.06439352035522461,-2.34376899634216,"[338.0, 210.0]"
normal_0429_EDD,normal,3,4,517,"[230.0, 176.0]",45.254833995939045,0.7126750230789184,0.042659878730773926,0.9415753483772278,-0.054562002420425415,-1.5019523626560116,"[338.0, 210.0]"
normal_0430_EDD,normal,1,4,518,"[268.0, 174.0]",35.918785545899944,0.6778830766677856,0.03401917219161987,0.9075175523757935,-0.04300808906555176,-2.01502095128071,"[160.0, 182.0]"
normal_0430_EDD,normal,2,4,519,"[224.0, 284.0]",35.918785545899944,0.6619848012924194,0.029224634170532227,0.8966565132141113,-0.025503039360046387,-2.3524503670661603,"[160.0, 182.0]"
normal_0431_EDD,normal,1,4,520,"[329.0, 177.0]",35.918785545899944,0.6827404141426087,0.040326833724975586,0.9061087965965271,-0.040687114000320435,-1.7121359907665457,"[422.0, 206.0]"
normal_0431_EDD,normal,2,4,521,"[353.0, 276.0]",45.254833995939045,0.7032700598239898,0.04464238882064819,0.9248003363609314,-0.056337177753448486,-1.1719312043087369,"[422.0, 206.0]"
normal_0434_EDD,normal,1,4,522,"[371.0, 208.0]",35.918785545899944,0.6929876565933227,0.033023297786712646,0.9268003106117249,-0.05602070689201355,-4.814484669768684,"[278.0, 395.0]"
normal_0434_EDD,normal,2,4,523,"[317.0, 302.0]",35.918785545899944,0.6600652426481247,0.016662120819091797,0.9105934500694275,-0.029938533902168274,-1.807623263179651,"[278.0, 395.0]"
normal_0434_EDD,normal,3,4,524,"[316.0, 306.0]",45.254833995939045,0.6716686993837356,0.030601024627685547,0.9072350263595581,-0.03001578152179718,-1.1383998471403798,"[278.0, 395.0]"
normal_0436_EDD,normal,1,4,525,"[201.0, 286.0]",45.254833995939045,0.6403793901205063,0.03977501392364502,0.8514427542686462,-0.022972241044044495,-1.921248261659731,"[122.0, 180.0]"
normal_0438_EDD,normal,1,4,526,"[268.0, 305.0]",57.01751796098172,0.7565658271312713,0.04603999853134155,0.9930737018585205,-0.07687118649482727,-2.3122178596512355,"[123.0, 184.0]"
normal_0438_EDD,normal,2,4,527,"[260.0, 296.0]",71.83757109179989,0.7715424656867981,0.06283199787139893,0.9908402562141418,-0.07561144232749939,-1.4632625212448147,"[123.0, 184.0]"
normal_0439_EDD,normal,1,4,528,"[395.0, 221.0]",45.254833995939045,0.7432781994342803,0.036100149154663086,0.9889727234840393,-0.07448571920394897,-0.41438618532916927,"[331.0, 222.0]"
normal_0441_EDD,normal,1,4,529,"[345.0, 136.0]",35.918785545899944,0.7309730112552643,0.018570423126220703,0.9945332407951355,-0.08114659786224365,-4.0969564801704,"[499.0, 235.0]"
normal_0441_EDD,normal,2,4,530,"[233.0, 184.0]",35.918785545899944,0.7479228556156159,0.031127512454986572,0.9926736354827881,-0.10961899161338806,-6.5404825077590285,"[499.0, 235.0]"
normal_0441_EDD,normal,3,3,531,"[460.0, 237.0]",35.918785545899944,0.7427944839000702,0.03512376546859741,0.9935811161994934,-0.06081968545913696,-0.08720959759706837,"[499.0, 235.0]"
normal_0441_EDD,normal,4,4,532,"[350.0, 143.0]",45.254833995939045,0.7354604184627532,0.023297488689422607,0.9940976500511169,-0.08147287368774414,-2.8695147668990746,"[499.0, 235.0]"
normal_0441_EDD,normal,5,4,533,"[360.0, 154.0]",57.01751796098172,0.7402539789676665,0.028279900550842285,0.9939897656440735,-0.0809062123298645,-1.8215685660972794,"[499.0, 235.0]"
normal_0442_EDD,normal,1,4,534,"[364.0, 248.0]",35.918785545899944,0.7487338662147521,0.03539586067199707,0.9914611577987671,-0.09657597541809082,-2.128196668220787,"[259.0, 208.0]"
normal_0442_EDD,normal,2,4,535,"[356.0, 237.0]",45.254833995939045,0.7474725782871247,0.035894691944122314,0.9908363223075867,-0.08996230363845825,-1.23715954113693,"[259.0, 208.0]"
normal_0442_EDD,normal,3,4,536,"[344.0, 227.0]",57.01751796098172,0.7510259091854095,0.04062932729721069,0.9898537993431091,-0.0874946117401123,-0.5275594144815183,"[259.0, 208.0]"
normal_0445_EDD,normal,1,4,537,"[218.0, 265.0]",45.254833995939045,0.6217589020729064,0.03244650363922119,0.8336721062660217,-0.028709620237350464,-5.513582563574365,"[509.0, 218.0]"
normal_0447_EDD,normal,1,4,538,"[148.0, 317.0]",45.254833995939045,0.7057623267173766,0.04858195781707764,0.9195606112480164,-0.06743970513343811,-1.6298318624961556,"[98.0, 209.0]"
normal_0451_EDD,normal,1,4,539,"[415.0, 281.0]",35.918785545899944,0.690048897266388,0.0372195839881897,0.9178724884986877,-0.051592856645584106,-1.8023730403875762,"[481.0, 205.0]"
normal_0451_EDD,normal,2,4,540,"[411.0, 276.0]",45.254833995939045,0.6878063261508942,0.039016664028167725,0.9124314785003662,-0.050438135862350464,-1.2031804071046928,"[481.0, 205.0]"
normal_0452_EDD,normal,1,4,541,"[266.0, 302.0]",35.918785545899944,0.7411664545536041,0.0418323278427124,0.9736617207527161,-0.08885461091995239,-2.5953180915641036,"[332.0, 191.0]"
normal_0453_EDD,normal,1,4,542,"[189.0, 244.0]",35.918785545899944,0.6474328011274337,0.028480708599090576,0.8756505846977234,-0.029983416199684143,-8.427234809925006,"[525.0, 202.0]"
normal_0454_EDD,normal,1,4,543,"[368.0, 198.0]",45.254833995939045,0.7307791292667388,0.024713337421417236,0.9941820502281189,-0.05069178342819214,-0.041380168934477046,"[323.0, 212.0]"
normal_0454_EDD,normal,2,3,544,"[360.0, 197.0]",57.01751796098172,0.7387743830680846,0.033762216567993164,0.9928438663482666,-0.05010730028152466,0.2997778405107756,"[323.0, 212.0]"
normal_0455_EDD,normal,1,1,545,"[60.0, 199.0]",45.254833995939045,0.7616018831729888,0.04584062099456787,0.9912925362586975,-0.10928243398666382,0.7339158380324,"[48.0, 200.0]"
normal_0455_EDD,normal,2,1,546,"[71.0, 194.0]",57.01751796098172,0.7568733453750609,0.043936073780059814,0.9862543344497681,-0.11279618740081787,0.5831153389687087,"[48.0, 200.0]"
normal_0456_EDD,normal,1,4,547,"[282.0, 127.0]",35.918785545899944,0.6544266164302825,0.028193116188049316,0.8887707591056824,-0.020469844341278076,-4.557666962923195,"[475.0, 178.0]"
normal_0456_EDD,normal,2,4,548,"[218.0, 155.0]",35.918785545899944,0.6701063811779022,0.04523426294326782,0.8864312171936035,-0.021851330995559692,-6.1836262400005735,"[475.0, 178.0]"
normal_0456_EDD,normal,3,4,549,"[258.0, 136.0]",57.01751796098172,0.6854526117444039,0.06685644388198853,0.8786230087280273,-0.017800308763980865,-2.8764778888676057,"[475.0, 178.0]"
normal_0457_EDD,normal,1,4,550,"[353.0, 171.0]",45.254833995939045,0.7236119568347931,0.0419696569442749,0.9532340168952942,-0.07189244031906128,-2.0917765170286806,"[492.0, 187.0]"
normal_0457_EDD,normal,2,4,551,"[371.0, 264.0]",45.254833995939045,0.6990218460559844,0.02544844150543213,0.9497742056846619,-0.04365730285644531,-2.1692184071944296,"[492.0, 187.0]"
normal_0459_EDD,normal,1,4,552,"[378.0, 271.0]",45.254833995939045,0.7461603045463561,0.057049453258514404,0.9601278305053711,-0.08510684967041016,-2.122655370433951,"[499.0, 198.0]"
normal_0459_EDD,normal,2,4,553,"[416.0, 214.0]",90.50966799187809,0.8071187019348144,0.12229514122009277,0.9502096176147461,-0.09838414192199707,0.06608759360821215,"[499.0, 198.0]"
normal_0460_EDD,normal,1,1,554,"[115.0, 197.0]",45.254833995939045,0.7623306393623352,0.049721479415893555,0.9887969493865967,-0.10225647687911987,0.6436951796565195,"[99.0, 199.0]"
normal_0460_EDD,normal,2,4,555,"[235.0, 294.0]",45.254833995939045,0.7619179427623748,0.04459965229034424,0.9921852946281433,-0.11394292116165161,-2.6657861750584955,"[99.0, 199.0]"
normal_0460_EDD,normal,3,2,556,"[121.0, 193.0]",57.01751796098172,0.7601162910461425,0.05324447154998779,0.9808706045150757,-0.10131198167800903,0.6000613615347536,"[99.0, 199.0]"
normal_0460_EDD,normal,4,4,557,"[229.0, 289.0]",57.01751796098172,0.7684053003787994,0.05556386709213257,0.9854599833488464,-0.11509722471237183,-1.7730755154340394,"[99.0, 199.0]"
normal_0460_EDD,normal,5,3,558,"[170.0, 198.0]",90.50966799187809,0.8051122844219207,0.09332144260406494,0.9839925169944763,-0.11498039960861206,0.21547561183542552,"[99.0, 199.0]"
normal_0461_EDD,normal,1,1,559,"[470.0, 220.0]",45.254833995939045,0.7963205635547638,0.08836644887924194,0.974769651889801,-0.12807679176330566,0.625,"[482.0, 232.0]"
normal_0461_EDD,normal,2,4,560,"[375.0, 279.0]",57.01751796098172,0.7355388283729553,0.03932523727416992,0.9698637127876282,-0.0865449607372284,-1.049676142688948,"[482.0, 232.0]"
normal_0462_EDD,normal,1,4,561,"[339.0, 178.0]",57.01751796098172,0.7523069262504578,0.04038369655609131,0.9932076930999756,-0.08338922262191772,-0.4102936228638667,"[264.0, 207.0]"
normal_0463_EDD,normal,1,1,562,"[493.0, 211.0]",45.254833995939045,0.7492062211036682,0.049519479274749756,0.9879443645477295,-0.04062843322753906,0.7529470577993453,"[504.0, 213.0]"
normal_0463_EDD,normal,2,4,563,"[496.0, 310.0]",45.254833995939045,0.7448774456977844,0.04268836975097656,0.9884684085845947,-0.051305949687957764,-1.1506948368492447,"[504.0, 213.0]"
normal_0463_EDD,normal,3,4,564,"[486.0, 310.0]",57.01751796098172,0.7507676064968108,0.05054116249084473,0.9858090281486511,-0.050800621509552,-0.7302746842808465,"[504.0, 213.0]"
normal_0464_EDD,normal,1,4,565,"[301.0, 103.0]",35.918785545899944,0.7264893352985382,0.021124839782714844,0.9934195876121521,-0.04985392093658447,-2.285306989604759,"[335.0, 216.0]"
normal_0464_EDD,normal,2,4,566,"[292.0, 371.0]",35.918785545899944,0.7201073586940765,0.016715288162231445,0.9940940141677856,-0.03763130307197571,-3.4782686440360884,"[335.0, 216.0]"
normal_0464_EDD,normal,3,4,567,"[316.0, 109.0]",45.254833995939045,0.7321883797645568,0.02623128890991211,0.993721604347229,-0.05175983905792236,-1.401374931679766,"[335.0, 216.0]"
normal_0464_EDD,normal,4,4,568,"[234.0, 173.0]",45.254833995939045,0.7283662676811218,0.02141261100769043,0.9948695302009583,-0.0527249276638031,-1.4256522962906284,"[335.0, 216.0]"
normal_0464_EDD,normal,5,4,569,"[399.0, 240.0]",45.254833995939045,0.7296372473239898,0.02377372980117798,0.994976818561554,-0.046898722648620605,-0.5103807466993213,"[335.0, 216.0]"
normal_0464_EDD,normal,6,4,570,"[362.0, 345.0]",45.254833995939045,0.7332939207553864,0.028058648109436035,0.994904637336731,-0.04401013255119324,-1.9122921063141995,"[335.0, 216.0]"
normal_0464_EDD,normal,7,4,571,"[325.0, 114.0]",57.01751796098172,0.7373709201812744,0.03338158130645752,0.9909144639968872,-0.05174607038497925,-0.7975006185412532,"[335.0, 216.0]"
normal_0465_EDD,normal,1,1,572,"[458.0, 211.0]",57.01751796098172,0.7994065105915069,0.1109803318977356,0.9443360567092896,-0.13695469498634338,0.6422840070251988,"[478.0, 215.0]"
normal_0467_EDD,normal,1,4,573,"[347.0, 171.0]",45.254833995939045,0.7336167812347412,0.022799134254455566,0.9949472546577454,-0.07177284359931946,-2.1038345739584767,"[484.0, 202.0]"
normal_0467_EDD,normal,2,1,574,"[470.0, 204.0]",45.254833995939045,0.7770468354225158,0.07399606704711914,0.9833982586860657,-0.07335993647575378,0.6875,"[484.0, 202.0]"
normal_0467_EDD,normal,3,4,575,"[352.0, 175.0]",57.01751796098172,0.7402500987052917,0.031068623065948486,0.9927765727043152,-0.07118937373161316,-1.3630118296190021,"[484.0, 202.0]"
normal_0467_EDD,normal,4,4,576,"[348.0, 274.0]",90.50966799187809,0.7564144253730773,0.04959273338317871,0.986934244632721,-0.07983860373497009,-0.7001838135919303,"[484.0, 202.0]"
normal_0467_EDD,normal,5,4,577,"[496.0, 104.0]",456.14014368785377,0.6277632966637611,0.030651092529296875,0.8514853119850159,-0.005362428724765778,0.7835490654706677,"[484.0, 202.0]"
normal_0468_EDD,normal,1,4,578,"[381.0, 260.0]",45.254833995939045,0.6941470086574554,0.03587532043457031,0.9258064031600952,-0.05103603005409241,-1.8805991672740587,"[494.0, 195.0]"
normal_0469_EDD,normal,1,4,579,"[265.0, 258.0]",57.01751796098172,0.7186247527599334,0.0378415584564209,0.9556292295455933,-0.05921366810798645,-1.0887720775424765,"[355.0, 180.0]"
normal_0471_EDD,normal,1,4,580,"[241.0, 185.0]",35.918785545899944,0.7373409271240233,0.0328676700592041,0.9844405651092529,-0.07682430744171143,-2.3358783588952137,"[122.0, 171.0]"
normal_0471_EDD,normal,2,4,581,"[222.0, 274.0]",45.254833995939045,0.7290826201438902,0.02757704257965088,0.9803466200828552,-0.07631471753120422,-2.1722213480855967,"[122.0, 171.0]"
normal_0471_EDD,normal,3,4,582,"[48.0, 144.0]",362.03867196751236,0.7179959595203399,0.1475629210472107,0.8101035356521606,-0.016802817583084106,0.7824215243494747,"[122.0, 171.0]"
normal_0472_EDD,normal,1,4,583,"[371.0, 213.0]",45.254833995939045,0.6856161177158355,0.03758484125137329,0.9142662286758423,-0.0402245819568634,-1.8298078556679425,"[499.0, 217.0]"
normal_0474_EDD,normal,1,4,584,"[221.0, 300.0]",35.918785545899944,0.6686607897281647,0.046852827072143555,0.8748010396957397,-0.04723617434501648,-2.2663781637711313,"[155.0, 203.0]"
normal_0474_EDD,normal,2,1,585,"[179.0, 197.0]",57.01751796098172,0.8101099073886872,0.13695764541625977,0.9214982390403748,-0.1405174732208252,0.5661222263193721,"[155.0, 203.0]"
normal_0478_EDD,normal,1,4,586,"[358.0, 185.0]",45.254833995939045,0.743858504295349,0.04252809286117554,0.9762356281280518,-0.08982735872268677,-1.8157099737455202,"[484.0, 204.0]"
normal_0478_EDD,normal,2,2,587,"[456.0, 220.0]",71.83757109179989,0.8132374227046966,0.10453206300735474,0.9769938588142395,-0.12404829263687134,0.5510840566702379,"[484.0, 204.0]"
