image,candidate_num,rating,vessel_ok,class,centre,radius,blob_score,blob_contrast,blob_brightness,blob_response,final_score,vessel_centre
normal_0115_EDD,1,4,9,normal,"[365.0, 183.0]",35.918785545899944,0.6792280673980713,0.027128517627716,0.922940731048584,-0.0302051901817321,-1.976730131934932,"[471.0, 197.0]"
normal_0116_EDD,0,4,9,normal,"[210.0, 214.0]",71.83757109179989,0.7148490130901336,0.053682267665863,0.923124134540558,-0.0748992562294006,-3.597828562052494,"[540.0, 228.0]"
normal_0116_EDD,1,4,9,normal,"[269.0, 176.0]",35.918785545899944,0.6978440880775452,0.0355803966522216,0.9281859397888184,-0.0626676678657531,-6.682437773748564,"[540.0, 228.0]"
normal_0117_EDD,0,3,9,normal,"[284.0, 208.0]",90.50966799187808,0.8091119527816772,0.0959260463714599,0.9840508103370668,-0.1217516958713531,0.2677890928837512,"[350.0, 202.0]"
normal_0117_EDD,1,4,9,normal,"[256.0, 267.0]",35.918785545899944,0.7299053490161895,0.0202621817588806,0.9905101656913756,-0.0814302563667297,-2.181753792666365,"[350.0, 202.0]"
normal_0117_EDD,2,4,9,normal,"[257.0, 262.0]",45.254833995939045,0.7378982424736023,0.0299195051193237,0.9883592128753662,-0.080636441707611,-1.4455995238897963,"[350.0, 202.0]"
normal_0118_EDD,0,1,9,normal,"[301.0, 220.0]",57.01751796098172,0.7692113637924194,0.0798889994621276,0.9492186307907104,-0.1243466138839721,0.6932020840243058,"[286.0, 229.0]"
normal_0119_EDD,0,1,9,normal,"[498.0, 222.0]",45.254833995939045,0.8541346311569213,0.1864237189292907,0.9105061292648317,-0.1517831087112426,0.59375,"[515.0, 215.0]"
normal_0120_EDD,0,1,9,normal,"[124.0, 189.0]",35.918785545899944,0.8275433540344238,0.1118366718292236,0.985454559326172,-0.1294424533843994,0.7433224894112469,"[118.0, 182.0]"
normal_0120_EDD,1,4,9,normal,"[218.0, 159.0]",35.918785545899944,0.6616120368242263,0.018656849861145,0.9124482870101928,-0.0212069302797317,-1.8567479116897816,"[118.0, 182.0]"
normal_0120_EDD,2,4,9,normal,"[194.0, 262.0]",57.01751796098172,0.7024314105510712,0.0449409484863281,0.9242920875549316,-0.0524300038814544,-0.9352809055732856,"[118.0, 182.0]"
normal_0121_EDD,0,2,9,normal,"[306.0, 200.0]",71.83757109179989,0.7641962587833404,0.0625521540641784,0.966155171394348,-0.1266774237155914,0.6918611906728925,"[299.0, 221.0]"
normal_0122_EDD,0,2,9,normal,"[466.0, 204.0]",71.83757109179989,0.798883843421936,0.106641411781311,0.951848566532135,-0.1297421753406524,0.542109123305927,"[497.0, 215.0]"
normal_0123_EDD,0,1,9,normal,"[310.0, 224.0]",35.918785545899944,0.8142830789089203,0.1035283803939819,0.9815097451210022,-0.118489384651184,0.6338142774577387,"[297.0, 226.0]"
normal_0124_EDD,0,1,9,normal,"[302.0, 232.0]",35.918785545899944,0.8122163593769074,0.0963804721832275,0.9871265292167664,-0.1242365837097168,0.3023169410819939,"[324.0, 220.0]"
normal_0125_EDD,0,1,9,normal,"[474.0, 228.0]",35.918785545899944,0.8787817120552063,0.1655914783477783,0.9761010408401488,-0.1495975255966186,0.383722381345785,"[495.0, 221.0]"
normal_0125_EDD,1,4,9,normal,"[354.0, 199.0]",45.254833995939045,0.7102560639381408,0.0543962121009826,0.9192327260971068,-0.0619847178459167,-2.153386696275926,"[495.0, 221.0]"
normal_0126_EDD,0,1,9,normal,"[141.0, 181.0]",45.254833995939045,0.8309825897216796,0.1289116144180297,0.9651085138320924,-0.1324750781059265,0.6016391005005637,"[124.0, 175.0]"
normal_0127_EDD,0,1,9,normal,"[486.0, 206.0]",57.01751796098172,0.8472101807594299,0.153620183467865,0.949120044708252,-0.1460298299789428,0.5339912809014993,"[511.0, 197.0]"
normal_0127_EDD,1,4,9,normal,"[376.0, 161.0]",35.918785545899944,0.6613305628299713,0.0356948971748352,0.8844554424285889,-0.0325842797756195,-2.8898189385550843,"[511.0, 197.0]"
normal_0127_EDD,2,4,9,normal,"[385.0, 247.0]",35.918785545899944,0.6590442419052124,0.0285492539405822,0.8913484215736389,-0.0327554643154144,-2.7740169541483297,"[511.0, 197.0]"
normal_0128_EDD,0,2,9,normal,"[316.0, 220.0]",90.50966799187808,0.843894100189209,0.1341230869293213,0.9718254804611206,-0.1474658846855163,0.7820886612346664,"[333.0, 210.0]"
normal_0129_EDD,0,1,9,normal,"[106.0, 194.0]",57.01751796098172,0.8304916322231292,0.1365661025047302,0.9488282799720764,-0.1487286686897277,0.6799529645716542,"[88.0, 191.0]"
normal_0130_EDD,0,1,9,normal,"[300.0, 214.0]",71.83757109179989,0.8063260257244109,0.1024619340896606,0.9669082760810852,-0.1351414918899536,0.5992019265102557,"[290.0, 241.0]"
normal_0131_EDD,0,2,9,normal,"[316.0, 224.0]",90.50966799187808,0.8260261416435241,0.1280521154403686,0.9611750841140748,-0.1257573366165161,0.6788311751391489,"[342.0, 237.0]"
normal_0131_EDD,1,4,9,normal,"[261.0, 310.0]",35.918785545899944,0.7134085416793823,0.0354131460189819,0.9531482458114624,-0.0539581179618835,-2.0357729230274235,"[342.0, 237.0]"
normal_0131_EDD,2,4,9,normal,"[270.0, 304.0]",45.254833995939045,0.7248688399791717,0.0466264486312866,0.9533924460411072,-0.0543383955955505,-1.1732796716598624,"[342.0, 237.0]"
normal_0132_EDD,0,1,9,normal,"[487.0, 222.0]",45.254833995939045,0.8309447526931762,0.1223697662353515,0.974750518798828,-0.1312481164932251,0.7118892357095973,"[498.0, 229.0]"
normal_0132_EDD,1,4,9,normal,"[373.0, 297.0]",45.254833995939045,0.7014845550060271,0.0466050505638122,0.9227172136306764,-0.0448872745037078,-2.144392951151303,"[498.0, 229.0]"
normal_0133_EDD,0,1,9,normal,"[152.0, 200.0]",71.83757109179989,0.805480670928955,0.1100908517837524,0.9584794044494628,-0.122271180152893,0.6887327976829338,"[130.0, 204.0]"
normal_0133_EDD,1,4,9,normal,"[231.0, 297.0]",45.254833995939045,0.7364062428474426,0.0549984574317932,0.9543079733848572,-0.0669610202312469,-2.033826224835562,"[130.0, 204.0]"
normal_0133_EDD,2,2,9,normal,"[145.0, 197.0]",57.01751796098172,0.7976747870445251,0.0923622250556945,0.97284734249115,-0.1215971112251281,0.7096866726367435,"[130.0, 204.0]"
normal_0133_EDD,3,4,9,normal,"[221.0, 286.0]",57.01751796098172,0.7509573876857757,0.0715752243995666,0.951299250125885,-0.067363440990448,-1.1483730304913804,"[130.0, 204.0]"
normal_0134_EDD,0,2,9,normal,"[296.0, 208.0]",90.50966799187808,0.8350966751575469,0.1223372220993042,0.9808457493782043,-0.1308371424674987,0.6795922397748457,"[276.0, 229.0]"
normal_0134_EDD,1,4,9,normal,"[245.0, 192.0]",35.918785545899944,0.7343821465969086,0.030295193195343,0.9857990145683287,-0.0701382160186767,-0.3438670826691861,"[276.0, 229.0]"
normal_0134_EDD,2,4,9,normal,"[304.0, 296.0]",57.01751796098172,0.7783234357833861,0.0700216293334961,0.983655571937561,-0.098714530467987,-0.2735634232310953,"[276.0, 229.0]"
normal_0135_EDD,0,1,9,normal,"[465.0, 225.0]",57.01751796098172,0.8780581057071686,0.1887152194976806,0.943504273891449,-0.1444494724273681,0.693703798041084,"[482.0, 221.0]"
normal_0135_EDD,1,4,9,normal,"[358.0, 183.0]",35.918785545899944,0.6370783418416976,0.0435481071472168,0.8404542207717896,-0.026061400771141,-2.6106995468779672,"[482.0, 221.0]"
normal_0136_EDD,0,1,9,normal,"[314.0, 222.0]",71.83757109179989,0.8405540108680725,0.1618905067443847,0.928642988204956,-0.1430670619010925,0.868676223476416,"[322.0, 217.0]"
normal_0136_EDD,1,4,9,normal,"[267.0, 312.0]",35.918785545899944,0.6516794323921202,0.0491901636123657,0.8532474637031555,-0.0260802209377288,-2.056130387822398,"[322.0, 217.0]"
normal_0137_EDD,0,2,9,normal,"[296.0, 206.0]",71.83757109179989,0.811630642414093,0.1264811158180236,0.9425436854362488,-0.1268447339534759,0.559801700961275,"[314.0, 232.0]"
normal_0137_EDD,1,4,9,normal,"[274.0, 300.0]",35.918785545899944,0.7048995971679687,0.0502846240997314,0.9220833778381348,-0.0457830429077148,-1.1964086617697318,"[314.0, 232.0]"
normal_0138_EDD,0,2,9,normal,"[310.0, 218.0]",71.83757109179989,0.7781898081302642,0.0926436781883239,0.94420325756073,-0.1230192482471466,0.6259609383124596,"[329.0, 237.0]"
normal_0139_EDD,0,3,9,normal,"[412.0, 210.0]",90.50966799187808,0.830872917175293,0.1388648748397827,0.9561526775360109,-0.1135058403015136,0.3392084233190469,"[468.0, 231.0]"
normal_0139_EDD,1,4,9,normal,"[335.0, 170.0]",45.254833995939045,0.7513967335224151,0.0525604486465454,0.973539173603058,-0.0867943167686462,-2.2332803099174683,"[468.0, 231.0]"
normal_0139_EDD,2,4,9,normal,"[341.0, 171.0]",57.01751796098172,0.7535683214664459,0.0605078935623168,0.96522319316864,-0.0870209634304046,-1.4634527024346946,"[468.0, 231.0]"
normal_0139_EDD,4,2,9,normal,"[430.0, 214.0]",71.83757109179989,0.8066597521305083,0.1080184578895568,0.9648783206939696,-0.1161323487758636,0.4205077376600056,"[468.0, 231.0]"
normal_0140_EDD,0,3,9,normal,"[308.0, 200.0]",90.50966799187808,0.8283593714237213,0.1294906735420227,0.9597516655921936,-0.1352126598358154,0.4997559189505587,"[331.0, 239.0]"
normal_0141_EDD,0,3,9,normal,"[284.0, 228.0]",114.03503592196344,0.8706625819206237,0.1564680337905883,0.984536349773407,-0.1250955164432525,0.8446087642854294,"[267.0, 233.0]"
normal_0141_EDD,1,4,9,normal,"[357.0, 264.0]",35.918785545899944,0.7264852583408355,0.0207196474075317,0.9913190007209778,-0.0592115521430969,-1.650125377698461,"[267.0, 233.0]"
normal_0141_EDD,2,4,9,normal,"[225.0, 271.0]",35.918785545899944,0.7343711614608764,0.0262678861618042,0.9913179874420166,-0.0709034204483032,-0.5768687101529923,"[267.0, 233.0]"
normal_0141_EDD,3,4,9,normal,"[226.0, 260.0]",45.254833995939045,0.7369496405124664,0.0293357372283935,0.990822732448578,-0.0701899528503418,-0.0847846848568611,"[267.0, 233.0]"
normal_0142_EDD,0,1,9,normal,"[472.0, 220.0]",57.01751796098172,0.8272637248039245,0.1412372589111328,0.9392355680465698,-0.1428078413009643,0.6384351885994768,"[491.0, 212.0]"
normal_0142_EDD,1,4,9,normal,"[359.0, 179.0]",35.918785545899944,0.6561766237020492,0.0325390696525573,0.8824854493141174,-0.0294886976480484,-2.7880591890143696,"[491.0, 212.0]"
normal_0143_EDD,0,1,9,normal,"[425.0, 207.0]",35.918785545899944,0.8682535171508788,0.167682945728302,0.9588453769683838,-0.1468940377235412,0.6043109423788899,"[436.0, 198.0]"
normal_0143_EDD,1,4,9,normal,"[363.0, 299.0]",35.918785545899944,0.656242847442627,0.0381422638893127,0.8719090223312378,-0.0388213396072387,-2.469477565663968,"[436.0, 198.0]"
normal_0143_EDD,2,4,9,normal,"[357.0, 301.0]",45.254833995939045,0.663735219836235,0.0502309799194335,0.8651716113090515,-0.0394205600023269,-1.868368711044659,"[436.0, 198.0]"
normal_0144_EDD,0,1,9,normal,"[284.0, 227.0]",35.918785545899944,0.8672988593578338,0.1593643426895141,0.971354067325592,-0.1399333477020263,0.5642259167561074,"[298.0, 220.0]"
normal_0145_EDD,0,3,9,normal,"[264.0, 200.0]",143.67514218359975,0.8479002952575683,0.1438621282577514,0.9837036728858948,-0.0772279798984527,0.7814469750369979,"[283.0, 225.0]"
normal_0145_EDD,1,4,9,normal,"[244.0, 115.0]",35.918785545899944,0.7324395775794982,0.0245848298072814,0.99561208486557,-0.0546314418315887,-2.249247939492207,"[283.0, 225.0]"
normal_0145_EDD,2,4,9,normal,"[185.0, 229.0]",45.254833995939045,0.7337375998497009,0.0254960060119628,0.993336260318756,-0.0645310580730438,-1.1673176105499627,"[283.0, 225.0]"
normal_0145_EDD,3,4,9,normal,"[340.0, 309.0]",45.254833995939045,0.7495690643787384,0.0436951518058776,0.9930286407470704,-0.0537693202495574,-1.2431536463760122,"[283.0, 225.0]"
normal_0145_EDD,4,4,9,normal,"[190.0, 219.0]",57.01751796098172,0.7386315703392028,0.0305474400520324,0.9928045272827148,-0.0656048059463501,-0.6344686814643274,"[283.0, 225.0]"
normal_0145_EDD,5,4,9,normal,"[348.0, 152.0]",71.83757109179989,0.753878140449524,0.0490930080413818,0.9927195310592652,-0.0494073033332824,-0.3606329331679834,"[283.0, 225.0]"
normal_0145_EDD,6,4,9,normal,"[198.0, 214.0]",71.83757109179989,0.7447733283042908,0.0383652448654174,0.9904637932777404,-0.0654171407222747,-0.19309169347247,"[283.0, 225.0]"
normal_0146_EDD,0,3,9,normal,"[206.0, 198.0]",114.03503592196344,0.7831426620483398,0.0750249028205871,0.9893803596496582,-0.0777575373649597,0.2533265663379118,"[121.0, 193.0]"
normal_0146_EDD,1,4,9,normal,"[181.0, 127.0]",35.918785545899944,0.7105380475521088,0.0086977481842041,0.9946396946907043,-0.0279625654220581,-1.48328029826979,"[121.0, 193.0]"
normal_0147_EDD,0,3,9,normal,"[294.0, 238.0]",114.03503592196344,0.8801381945610046,0.1787029504776001,0.9660712480545044,-0.1259268522262573,0.8419103722678991,"[293.0, 220.0]"
normal_0148_EDD,0,2,9,normal,"[306.0, 224.0]",90.50966799187808,0.8296482980251312,0.1085498929023742,0.9887499213218688,-0.1448673009872436,0.7722284416076055,"[286.0, 229.0]"
normal_0148_EDD,1,4,9,normal,"[324.0, 297.0]",35.918785545899944,0.7368113696575164,0.0304908156394958,0.987510621547699,-0.0753155946731567,-1.168708301038135,"[286.0, 229.0]"
normal_0149_EDD,0,1,9,normal,"[130.0, 193.0]",57.01751796098172,0.7831371247768402,0.0867153406143188,0.9578238129615784,-0.1297255754470825,0.7328619912541425,"[116.0, 199.0]"
normal_0149_EDD,1,4,9,normal,"[233.0, 288.0]",35.918785545899944,0.6875301063060759,0.0366302728652954,0.9190810918807985,-0.037715345621109,-3.0926606812287973,"[116.0, 199.0]"
normal_0150_EDD,0,3,9,normal,"[166.0, 208.0]",90.50966799187808,0.8282709062099457,0.1266512870788574,0.9623202681541444,-0.1399771571159362,0.4777882822791124,"[119.0, 203.0]"
normal_0150_EDD,1,4,9,normal,"[243.0, 180.0]",45.254833995939045,0.7409515082836151,0.0463077425956726,0.9693838953971864,-0.0803751945495605,-1.7867747094535646,"[119.0, 203.0]"
normal_0151_EDD,0,2,9,normal,"[294.0, 212.0]",90.50966799187808,0.8434609353542327,0.1407468318939209,0.9617780447006226,-0.1473473608493805,0.5792839994426169,"[329.0, 197.0]"
normal_0152_EDD,0,1,9,normal,"[433.0, 187.0]",45.254833995939045,0.7987360596656798,0.1127100586891174,0.938661813735962,-0.1448136568069458,0.4961088907313407,"[451.0, 201.0]"
normal_0152_EDD,1,4,9,normal,"[352.0, 323.0]",45.254833995939045,0.6767282962799072,0.0478677749633789,0.8848947882652283,-0.0471708476543426,-2.4717751448286505,"[451.0, 201.0]"
normal_0153_EDD,0,1,9,normal,"[158.0, 215.0]",45.254833995939045,0.7934577584266662,0.1036393642425537,0.9465413093566896,-0.1361973881721496,0.5795742485289466,"[139.0, 214.0]"
normal_0154_EDD,0,1,9,normal,"[289.0, 216.0]",57.01751796098172,0.7804621160030364,0.1070576906204223,0.92532080411911,-0.1283993124961853,0.7640440249208971,"[299.0, 207.0]"
normal_0155_EDD,0,1,9,normal,"[410.0, 203.0]",45.254833995939045,0.851121437549591,0.1630933880805969,0.9433755874633788,-0.1383256912231445,0.5889704238135655,"[421.0, 188.0]"
normal_0156_EDD,0,3,9,normal,"[232.0, 220.0]",143.67514218359975,0.8237716168165207,0.1182995438575744,0.9887880682945251,-0.0666021257638931,0.2489166911820213,"[125.0, 206.0]"
normal_0156_EDD,1,4,9,normal,"[341.0, 172.0]",35.918785545899944,0.7293774545192717,0.0227658152580261,0.9928245544433594,-0.0581722557544708,-5.087609851128953,"[125.0, 206.0]"
normal_0156_EDD,2,4,9,normal,"[305.0, 311.0]",57.01751796098172,0.7434547185897827,0.0388122797012329,0.9925668239593506,-0.0492283105850219,-2.654783078848687,"[125.0, 206.0]"
normal_0157_EDD,0,3,9,normal,"[300.0, 228.0]",143.67514218359975,0.8785591542720794,0.1748077869415283,0.9799090027809144,-0.0890753269195556,0.737629258081608,"[286.0, 193.0]"
normal_0157_EDD,1,4,9,normal,"[402.0, 184.0]",35.918785545899944,0.7311273157596588,0.0265533328056335,0.9928767681121826,-0.0478012263774871,-2.2392134733639,"[286.0, 193.0]"
normal_0157_EDD,2,4,9,normal,"[381.0, 278.0]",35.918785545899944,0.7268557488918305,0.0203657150268554,0.9934659600257874,-0.0553193092346191,-2.5489921472128025,"[286.0, 193.0]"
normal_0157_EDD,3,4,9,normal,"[285.0, 308.0]",35.918785545899944,0.7176282346248626,0.0145221948623657,0.9937660098075868,-0.0373491644859313,-2.201788312050212,"[286.0, 193.0]"
normal_0157_EDD,4,4,9,normal,"[378.0, 267.0]",45.254833995939045,0.7307980358600616,0.0251461267471313,0.9927567839622498,-0.0536108016967773,-1.608953933092725,"[286.0, 193.0]"
normal_0157_EDD,5,4,9,normal,"[272.0, 302.0]",45.254833995939045,0.7235840618610381,0.0206966400146484,0.993695080280304,-0.036504328250885,-1.428368311490248,"[286.0, 193.0]"
normal_0158_EDD,0,1,9,normal,"[153.0, 198.0]",35.918785545899944,0.8240074872970581,0.1188628673553466,0.9685056209564208,-0.1359534263610839,0.4022372909533198,"[143.0, 217.0]"
normal_0158_EDD,1,4,9,normal,"[252.0, 185.0]",35.918785545899944,0.7350126147270202,0.0607221722602844,0.9395355582237244,-0.0830777585506439,-2.16269535090584,"[143.0, 217.0]"
normal_0158_EDD,2,4,9,normal,"[227.0, 269.0]",35.918785545899944,0.6695098340511322,0.0234149694442749,0.9149359464645386,-0.0281985104084014,-1.7504468979214898,"[143.0, 217.0]"
normal_0159_EDD,0,1,9,normal,"[414.0, 180.0]",35.918785545899944,0.8483487129211426,0.1420753598213195,0.967442274093628,-0.1453188061714172,0.2761447915109745,"[424.0, 204.0]"
normal_0159_EDD,1,4,9,normal,"[316.0, 292.0]",71.83757109179989,0.7081923574209213,0.0720230937004089,0.8962734341621399,-0.0438892990350723,-0.9392721109698854,"[424.0, 204.0]"
normal_0160_EDD,0,2,9,normal,"[294.0, 198.0]",71.83757109179989,0.7839836478233337,0.0815472602844238,0.9669070243835448,-0.1280073523521423,0.9498096717265604,"[291.0, 200.0]"
normal_0161_EDD,0,1,9,normal,"[291.0, 195.0]",45.254833995939045,0.7925873219966888,0.1094746589660644,0.9363536238670348,-0.1383256316184997,0.6715031868495525,"[281.0, 206.0]"
normal_0162_EDD,0,1,9,normal,"[294.0, 205.0]",45.254833995939045,0.7959733784198761,0.1153246760368347,0.9332957863807678,-0.1367082595825195,0.1194373247746644,"[306.0, 243.0]"
normal_0163_EDD,0,1,9,normal,"[160.0, 192.0]",45.254833995939045,0.8276092112064362,0.1193368434906005,0.9746069312095642,-0.1302375793457031,0.3192805965377512,"[142.0, 217.0]"
normal_0163_EDD,1,4,9,normal,"[260.0, 175.0]",35.918785545899944,0.6666729390621184,0.0384657382965087,0.8888153433799744,-0.0301823019981384,-2.4870818874082627,"[142.0, 217.0]"
normal_0163_EDD,2,4,9,normal,"[232.0, 279.0]",35.918785545899944,0.6804440617561339,0.0363337397575378,0.9074498414993286,-0.0444771647453308,-2.0426587947651,"[142.0, 217.0]"
normal_0163_EDD,3,2,9,normal,"[161.0, 198.0]",57.01751796098172,0.7914681136608123,0.1064541339874267,0.9413897395133972,-0.1302058100700378,0.5287403126969408,"[142.0, 217.0]"
normal_0164_EDD,0,2,9,normal,"[308.0, 218.0]",71.83757109179989,0.7904699742794036,0.096570074558258,0.954140841960907,-0.1300065517425537,0.5062709503831619,"[295.0, 251.0]"
normal_0165_EDD,0,2,9,normal,"[318.0, 220.0]",71.83757109179989,0.779487907886505,0.0968625545501709,0.9381949305534364,-0.1294445097446441,0.7716902281412339,"[328.0, 233.0]"
normal_0166_EDD,0,1,9,normal,"[116.0, 178.0]",57.01751796098172,0.7613988578319549,0.0559877157211303,0.9730874300003052,-0.1212497055530548,0.6799529645716542,"[98.0, 181.0]"
normal_0166_EDD,1,4,9,normal,"[199.0, 287.0]",57.01751796098172,0.7429548025131225,0.0535427331924438,0.9654656648635864,-0.067930519580841,-1.5678739166488995,"[98.0, 181.0]"
normal_0167_EDD,0,1,9,normal,"[458.0, 224.0]",57.01751796098172,0.8128445506095886,0.1164557933807373,0.9545068740844728,-0.1411697268486023,0.6594645201456383,"[477.0, 220.0]"
normal_0167_EDD,1,4,9,normal,"[332.0, 182.0]",45.254833995939045,0.6756697833538056,0.0340498089790344,0.9061579704284668,-0.0365469753742218,-2.3122788841294746,"[477.0, 220.0]"
normal_0168_EDD,0,3,9,normal,"[282.0, 202.0]",114.03503592196344,0.863042014837265,0.1481671333312988,0.9870750904083252,-0.1196115911006927,0.6754198326208043,"[281.0, 165.0]"
normal_0168_EDD,1,4,9,normal,"[351.0, 181.0]",45.254833995939045,0.7399861514568329,0.0308720469474792,0.9930779337882996,-0.0697977542877197,-0.5866877843482627,"[281.0, 165.0]"
normal_0168_EDD,2,4,9,normal,"[317.0, 275.0]",45.254833995939045,0.7360018849372864,0.0288268327713012,0.9930077791213988,-0.0603480339050293,-1.5575409332012655,"[281.0, 165.0]"
normal_0169_EDD,0,1,9,normal,"[280.0, 214.0]",57.01751796098172,0.8122878491878509,0.151426076889038,0.9030439257621764,-0.1436551213264465,0.6766066013746157,"[292.0, 200.0]"
normal_0170_EDD,0,1,9,normal,"[414.0, 191.0]",45.254833995939045,0.8867488861083984,0.189566969871521,0.9531841278076172,-0.149765133857727,0.7093581994103395,"[427.0, 189.0]"
normal_0171_EDD,0,3,0,normal,"[300.0, 208.0]",90.50966799187808,0.8047317266464232,0.0988849401473999,0.9731390476226808,-0.1232472658157348,0.7229039398286219,"[323.0, 198.0]"
normal_0171_EDD,1,4,0,normal,"[371.0, 205.0]",35.918785545899944,0.728626823425293,0.0285830497741699,0.9786719083786012,-0.0748671889305114,-0.3504836147801404,"[323.0, 198.0]"
normal_0172_EDD,0,1,9,normal,"[138.0, 200.0]",45.254833995939045,0.8611390650272369,0.1701995134353637,0.9430673718452454,-0.153961956501007,0.7093581994103395,"[125.0, 198.0]"
normal_0173_EDD,0,1,9,normal,"[266.0, 193.0]",57.01751796098172,0.8058123946189879,0.141781210899353,0.9081943035125732,-0.1414758563041687,0.7081016927379651,"[257.0, 179.0]"
normal_0173_EDD,1,4,9,normal,"[310.0, 310.0]",35.918785545899944,0.6016742050647735,0.0368956327438354,0.8003008961677551,-0.0228397250175476,-2.934299232777007,"[257.0, 179.0]"
normal_0174_EDD,0,3,9,normal,"[318.0, 218.0]",114.03503592196344,0.8792006492614746,0.1661654114723205,0.9861211180686952,-0.1137522757053375,0.8491283806333103,"[308.0, 232.0]"
normal_0174_EDD,1,4,9,normal,"[251.0, 185.0]",35.918785545899944,0.7289980113506317,0.0222464203834533,0.9933093190193176,-0.05717533826828,-1.056814481509901,"[308.0, 232.0]"
normal_0174_EDD,2,4,9,normal,"[245.0, 256.0]",35.918785545899944,0.7274354100227355,0.0222012400627136,0.9909822940826416,-0.0577328205108642,-0.8769180009324722,"[308.0, 232.0]"
normal_0174_EDD,3,4,9,normal,"[255.0, 192.0]",45.254833995939045,0.7345003485679625,0.0285953879356384,0.9921599626541138,-0.0569649338722229,-0.46725322669606,"[308.0, 232.0]"
normal_0174_EDD,4,4,9,normal,"[252.0, 244.0]",45.254833995939045,0.7263962805271149,0.022584855556488,0.990009605884552,-0.0540235042572021,-0.2655285457072867,"[308.0, 232.0]"
normal_0175_EDD,0,3,9,normal,"[280.0, 212.0]",114.03503592196344,0.8778126120567321,0.165843665599823,0.9829756021499634,-0.119430124759674,0.8419103722678991,"[298.0, 211.0]"
normal_0175_EDD,1,4,9,normal,"[267.0, 291.0]",35.918785545899944,0.7271592199802398,0.0244548320770263,0.9895928502082824,-0.0499469637870788,-1.3886183514074872,"[298.0, 211.0]"
normal_0175_EDD,2,4,9,normal,"[223.0, 191.0]",57.01751796098172,0.7625483274459838,0.0530450344085693,0.98927104473114,-0.0850678086280822,-0.3613513224903566,"[298.0, 211.0]"
normal_0176_EDD,0,1,9,normal,"[454.0, 206.0]",45.254833995939045,0.8376270830631256,0.1258576512336731,0.9779711365699768,-0.1359481811523437,0.6016391005005637,"[471.0, 200.0]"
normal_0176_EDD,1,4,9,normal,"[382.0, 263.0]",35.918785545899944,0.6930808424949646,0.0293691158294677,0.9351339936256408,-0.045589655637741,-2.0357729230274235,"[471.0, 200.0]"
normal_0176_EDD,2,1,9,normal,"[449.0, 208.0]",57.01751796098172,0.8055066764354706,0.1157856583595275,0.9467592835426332,-0.1349475979804992,0.5894349551052224,"[471.0, 200.0]"
normal_0177_EDD,0,1,9,normal,"[144.0, 193.0]",45.254833995939045,0.795015001296997,0.0884150266647338,0.97071373462677,-0.1355018019676208,0.5778357473091783,"[125.0, 191.0]"
normal_0177_EDD,1,4,9,normal,"[247.0, 296.0]",57.01751796098172,0.7203070282936096,0.0603298544883728,0.9278929829597472,-0.0522604286670684,-1.82303990705546,"[125.0, 191.0]"
normal_0178_EDD,0,2,9,normal,"[278.0, 210.0]",90.50966799187808,0.8125054419040679,0.113423466682434,0.9619784951210022,-0.1284851431846618,0.9601639100500564,"[276.0, 207.0]"
normal_0179_EDD,0,3,9,normal,"[294.0, 232.0]",114.03503592196344,0.8268845200538635,0.1136591434478759,0.9910104274749756,-0.0975903868675232,0.3502476356294985,"[357.0, 193.0]"
normal_0179_EDD,1,4,9,normal,"[227.0, 285.0]",35.918785545899944,0.7303285121917724,0.022553265094757,0.994318425655365,-0.0587617456912994,-3.433913619084678,"[357.0, 193.0]"
normal_0179_EDD,2,4,9,normal,"[236.0, 287.0]",45.254833995939045,0.7359700441360473,0.0283881425857543,0.9941075444221495,-0.058533102273941,-2.385761200417124,"[357.0, 193.0]"
normal_0179_EDD,3,4,9,normal,"[245.0, 285.0]",57.01751796098172,0.7492602407932282,0.0420633554458618,0.9933215379714966,-0.0593590438365936,-1.5420497531150672,"[357.0, 193.0]"
normal_0180_EDD,0,3,9,normal,"[304.0, 230.0]",114.03503592196344,0.8628877460956573,0.1497119665145874,0.9830731749534608,-0.1251227855682373,0.7332941371430451,"[299.0, 200.0]"
normal_0181_EDD,0,4,9,normal,"[186.0, 228.0]",90.50966799187808,0.8087891817092895,0.0940732359886169,0.9858871102333068,-0.1229748427867889,-0.1033617840774165,"[104.0, 171.0]"
normal_0181_EDD,1,4,9,normal,"[268.0, 169.0]",35.918785545899944,0.7476427495479583,0.0359605550765991,0.9903997778892516,-0.0920117497444152,-3.566195437175322,"[104.0, 171.0]"
normal_0181_EDD,2,4,9,normal,"[238.0, 285.0]",35.918785545899944,0.7384843230247498,0.0291209816932678,0.9888981580734252,-0.0856731534004211,-3.898044360246368,"[104.0, 171.0]"
normal_0181_EDD,3,1,9,normal,"[122.0, 192.0]",45.254833995939045,0.7695692777633667,0.0621313452720642,0.9813390970230104,-0.1025028228759765,0.3888247745122517,"[104.0, 171.0]"
normal_0182_EDD,0,1,9,normal,"[474.0, 189.0]",45.254833995939045,0.7806805074214935,0.0728841423988342,0.9737314581871032,-0.130921721458435,0.2329413932104014,"[500.0, 166.0]"
normal_0182_EDD,1,4,9,normal,"[383.0, 169.0]",35.918785545899944,0.7218004703521728,0.0256609916687011,0.9734875559806824,-0.07349094748497,-2.2584190539857123,"[500.0, 166.0]"
